V1,V2,weight,V4,V5
3Q4,38Z,1.4706,ci-in,NonSpecific
3Q3,38Z,1.4358,ci-in,NonSpecific
E86,390,2.6136,ci-in,CMGC
E57,390,2.3574,ci-in,CMGC
Z48,390,2.3964,ci-in,CMGC
EK9,390,2.0472,ci-in,CMGC
82A,390,1.8708,ci-in,CMGC
EK6,390,1.6194,ci-in,CMGC
EK4,390,1.6356,ci-in,CMGC
4VG,390,1.4706,ci-in,CMGC
4VJ,390,1.4622,ci-in,CMGC
4VF,390,1.4628,ci-in,CMGC
OCG,39G,1.4736,ci-in,Family_Not_Found
NK0,39P,2.0436,ci-in,CMGC
P38,39P,1.9428,ci-in,CMGC
OCG,39P,1.6062,ci-in,CMGC
P39,39P,1.998,ci-in,CMGC
AAV,39P,1.4412,ci-in,CMGC
517,39Z,2.2512,ci-in,AGC
A,3AM,2.5686,nonspecific,NonSpecific
AMP,3AM,2.5686,nonspecific,NonSpecific
ADN,3AM,2.4162,nonspecific,NonSpecific
ADP,3AM,2.4156,nonspecific,NonSpecific
ATP,3AM,2.3832,nonspecific,NonSpecific
AN2,3AM,2.3328,nonspecific,NonSpecific
AGS,3AM,2.2902,nonspecific,NonSpecific
M33,3AM,2.3046,nonspecific,NonSpecific
ACP,3AM,2.2422,nonspecific,NonSpecific
A0P,3AM,2.2422,nonspecific,NonSpecific
ANK,3AM,2.2422,nonspecific,NonSpecific
ANP,3AM,2.2422,nonspecific,NonSpecific
ACK,3AM,2.352,nonspecific,NonSpecific
3GU,3AM,2.0016,nonspecific,NonSpecific
SGV,3AM,1.7934,nonspecific,NonSpecific
5ID,3AM,1.7856,nonspecific,NonSpecific
GUB,3AM,1.9404,nonspecific,NonSpecific
NBS,3AM,2.0526,nonspecific,NonSpecific
GDP,3AM,1.9638,nonspecific,NonSpecific
GTP,3AM,1.947,nonspecific,NonSpecific
66M,3AM,1.8204,nonspecific,NonSpecific
6L5,3AM,1.8084,nonspecific,NonSpecific
GNP,3AM,1.8546,nonspecific,NonSpecific
ARX,3AM,1.761,nonspecific,NonSpecific
RFZ,3AM,1.533,nonspecific,NonSpecific
A02,3AM,1.7274,nonspecific,NonSpecific
A03,3AM,1.719,nonspecific,NonSpecific
4BM,3BM,2.6172,co-in,STE
5Y0,3BM,2.6172,co-in,STE
BBM,3BM,2.2836,co-in,STE
3V0,3BM,1.656,co-in,STE
MRA,3BM,1.992,co-in,STE
MEK,3BM,1.9056,co-in,STE
V04,3BM,1.6398,co-in,STE
YQY,3BM,1.5744,co-in,STE
LSG,3BM,1.449,co-in,STE
3EW,3BM,1.5732,co-in,STE
573,3BM,1.4634,co-in,STE
3OR,3BM,1.6326,co-in,STE
M3K,3BM,1.536,co-in,STE
3OS,3BM,1.6782,co-in,STE
ADE,3D3,1.4532,ci-in,CAMK
3D9,3D8,1.9356,ci-in,STE
3DC,3D8,1.8348,ci-in,STE
3DC,3D9,2.5032,ci-in,STE
3DV,3DL,2.2056,ci-in,CAMK
T3M,3DL,1.662,ci-in,CAMK
4VQ,3DL,1.4724,ci-in,CAMK
5R1,3DL,1.4652,ci-in,CAMK
T3M,3DV,2.2776,ci-in,CAMK
4VQ,3DV,1.9932,ci-in,CAMK
5R1,3DV,1.9944,ci-in,CAMK
OL2,3DV,1.878,ci-in,CAMK
VGK,3DV,1.6302,ci-in,CAMK
WI2,3DV,1.5198,ci-in,CAMK
A3F,3DV,1.4778,ci-in,CAMK
VGM,3DV,1.4814,ci-in,CAMK
3DX,3DW,2.358,ci-in,CAMK
3X7,3DW,1.7232,ci-in,CAMK
3XK,3DW,1.6734,ci-in,CAMK
3XL,3DW,1.5168,ci-in,CAMK
MMG,3DW,1.4724,ci-in,CAMK
3X7,3DX,2.1618,ci-in,CAMK
3XL,3DX,1.8108,ci-in,CAMK
3XK,3DX,1.9506,ci-in,CAMK
K11,3EL,1.6068,ci-in,CMGC
BZ9,3EL,1.5396,ci-in,CMGC
AK8,3EL,1.4502,ci-in,CMGC
MEK,3EW,1.5474,co-in,STE
MRA,3EW,1.5498,co-in,STE
3EY,3EW,1.7274,co-in,STE
3OS,3EW,1.509,co-in,STE
LSG,3EW,1.5582,co-in,STE
BBM,3EW,1.4964,co-in,STE
3OR,3EW,1.5132,co-in,STE
V04,3EW,1.5618,co-in,STE
3EX,3EW,1.443,co-in,STE
3V0,3EX,2.3178,co-in,STE
3EY,3EX,1.8498,co-in,STE
573,3EX,2.0286,co-in,STE
V04,3EX,1.623,co-in,STE
MRA,3EX,1.452,co-in,STE
MEK,3EX,1.4598,co-in,STE
3OR,3EX,1.4448,co-in,STE
V04,3EY,1.6782,co-in,STE
MRA,3EY,1.6224,co-in,STE
MEK,3EY,1.5468,co-in,STE
LSG,3EY,1.5186,co-in,STE
3OR,3EY,1.5168,co-in,STE
3OS,3EY,1.5024,co-in,STE
4BM,3EY,1.4382,co-in,STE
5Y0,3EY,1.4382,co-in,STE
3JB,3FE,2.1072,ci-in,STE
3JA,3FE,2.1672,ci-in,STE
YM5,3FE,2.1174,ci-in,STE
ZYU,3FE,1.7754,ci-in,STE
XFE,3FE,1.4604,ci-in,STE
6J9,3FE,1.6032,ci-in,STE
69P,3FE,1.4556,ci-in,STE
M02,3FE,1.4388,ci-in,STE
YM6,3FE,1.4976,ci-in,STE
DFZ,3FE,1.4754,ci-in,STE
FS8,3FF,2.2632,ci-in,CMGC
FLZ,3FN,2.5164,ci-in,CMGC
FLY,3FN,2.3868,ci-in,CMGC
FLW,3FN,2.4282,ci-in,CMGC
891,3FN,2.193,ci-in,CMGC
FLS,3FN,2.193,ci-in,CMGC
533,3FN,2.1294,ci-in,CMGC
FMK,3FN,2.1294,ci-in,CMGC
FKL,3FN,1.8,ci-in,CMGC
530,3FN,1.4862,ci-in,CMGC
KBI,3FN,1.4712,ci-in,CMGC
JIN,3FN,1.4472,ci-in,CMGC
519,3FN,1.5168,ci-in,CMGC
4F2,3FN,1.4838,ci-in,CMGC
FAP,3FP,2.3664,co-in,CMGC
FCP,3FP,2.3664,co-in,CMGC
FAL,3FP,1.7748,co-in,CMGC
FBL,3FP,1.7748,co-in,CMGC
MFP,3FP,1.7094,co-in,CMGC
MFQ,3FP,1.7094,co-in,CMGC
QQ2,3FP,1.7346,co-in,CMGC
BWP,3FP,1.806,co-in,CMGC
BYP,3FP,1.806,co-in,CMGC
4FR,3FR,1.977,ci-in,Family_Not_Found
5FR,3FR,1.614,ci-in,Family_Not_Found
LZE,3FV,1.5138,ci-in,AGC
FSE,3G5,1.722,ci-in,CMGC
KMP,3G5,1.7064,ci-in,CMGC
MYU,3G5,1.6494,ci-in,CMGC
QUE,3G5,1.6278,ci-in,CMGC
MYC,3G5,1.5858,ci-in,CMGC
MRI,3G5,1.5648,ci-in,CMGC
6NP,3GF,2.1564,ci-in,CMGC
MWL,3GF,2.1726,ci-in,CMGC
LM4,3GF,2.1402,ci-in,CMGC
LM3,3GF,1.863,ci-in,CMGC
ADN,3GU,2.3526,ci-in,CAMK
GUB,3GU,2.3784,ci-in,CAMK
A,3GU,2.007,ci-in,CAMK
AMP,3GU,2.007,ci-in,CAMK
NBS,3GU,1.9692,ci-in,CAMK
5ID,3GU,1.8048,ci-in,CAMK
RFZ,3GU,1.6704,ci-in,CAMK
SGV,3GU,1.809,ci-in,CAMK
ADP,3GU,1.9482,ci-in,CAMK
AN2,3GU,1.9182,ci-in,CAMK
ATP,3GU,1.9254,ci-in,CAMK
A0P,3GU,1.881,ci-in,CAMK
ANK,3GU,1.881,ci-in,CAMK
ANP,3GU,1.881,ci-in,CAMK
ACK,3GU,1.8852,ci-in,CAMK
AGS,3GU,1.8852,ci-in,CAMK
M33,3GU,1.9074,ci-in,CAMK
ACP,3GU,1.866,ci-in,CAMK
66M,3GU,1.8894,ci-in,CAMK
6L5,3GU,1.8558,ci-in,CAMK
GDP,3GU,1.671,ci-in,CAMK
EXX,3GU,1.473,ci-in,CAMK
GNP,3GU,1.6326,ci-in,CAMK
GTP,3GU,1.6602,ci-in,CAMK
ARX,3GU,1.7988,ci-in,CAMK
I17,3GU,1.4364,ci-in,CAMK
A02,3GU,1.7676,ci-in,CAMK
A03,3GU,1.7574,ci-in,CAMK
3HJ,3H8,2.5884,ci-in,CMGC
3HQ,3H8,2.5092,ci-in,CMGC
3HN,3H8,2.5122,ci-in,CMGC
3NL,3H8,2.0628,ci-in,CMGC
3HQ,3HJ,2.8116,ci-in,CMGC
3HN,3HJ,2.7222,ci-in,CMGC
3NL,3HJ,1.7592,ci-in,CMGC
N17,3HJ,1.4826,ci-in,CMGC
HKC,3HK,1.9326,ci-in,CAMK
HK5,3HK,1.8672,ci-in,CAMK
HK1,3HK,1.9614,ci-in,CAMK
4HK,3HK,1.7292,ci-in,CAMK
HK4,3HK,1.6386,ci-in,CAMK
A58,3HK,1.4454,ci-in,CAMK
H9K,3HK,1.5312,ci-in,CAMK
H0K,3HK,1.4664,ci-in,CAMK
76A,3HK,1.4508,ci-in,CAMK
H7K,3HK,1.4454,ci-in,CAMK
H8K,3HK,1.4394,ci-in,CAMK
3HQ,3HN,2.7114,ci-in,CMGC
3NL,3HN,1.7286,ci-in,CMGC
N17,3HN,1.446,ci-in,CMGC
3NL,3HQ,1.7202,ci-in,CMGC
N17,3HQ,1.4952,ci-in,CMGC
6AE,3I6,2.0832,co-in,CMGC
U32,3I6,1.4526,co-in,CMGC
BWP,3I6,1.4328,co-in,CMGC
BYP,3I6,1.4328,co-in,CMGC
LZ4,3I6,1.488,co-in,CMGC
U55,3I6,1.4904,co-in,CMGC
PY8,3I6,1.4346,co-in,CMGC
LI4,3IP,2.283,ci-in,CMGC
QIG,3J7,1.4646,ci-in,AGC
6RG,3J7,1.476,ci-in,AGC
ZYU,3JA,1.7796,ci-in,STE
YM5,3JA,1.8402,ci-in,STE
XFE,3JA,1.5066,ci-in,STE
3JB,3JA,1.6986,ci-in,STE
69P,3JA,1.434,ci-in,STE
6J9,3JA,1.5396,ci-in,STE
M02,3JA,1.4364,ci-in,STE
YM6,3JA,1.4928,ci-in,STE
YM5,3JB,1.8852,ci-in,STE
4YM,3JB,1.5216,ci-in,STE
RXT,3JW,1.6782,ci-in,Other
YAM,3JZ,2.5458,omega,TK
P1E,3JZ,1.4604,omega,TK
7FM,3JZ,1.614,omega,TK
3L0,3KZ,2.0022,ci-in,AGC
PZW,3KZ,1.7526,ci-in,AGC
PZW,3L0,1.95,ci-in,AGC
5EZ,3NC,1.518,ci-in,AGC
NVX,3ND,1.4316,nonspecific,NonSpecific
E1B,3NG,1.8924,ci-in,CMGC
FU9,3NG,1.6416,ci-in,CMGC
3NV,3NU,1.5618,co-in,CMGC
6ZZ,3NV,1.5096,co-in,CMGC
LQQ,3NV,1.458,co-in,CMGC
X36,3O0,2.0496,nonspecific,NonSpecific
X42,3O0,1.9518,nonspecific,NonSpecific
X46,3O0,1.9254,nonspecific,NonSpecific
X44,3O0,1.8804,nonspecific,NonSpecific
X3A,3O0,1.8498,nonspecific,NonSpecific
X40,3O0,1.7976,nonspecific,NonSpecific
56Z,3O0,1.7664,nonspecific,NonSpecific
99Z,3O0,1.7628,nonspecific,NonSpecific
X6B,3O0,1.461,nonspecific,NonSpecific
ZYS,3O0,1.5534,nonspecific,NonSpecific
Z67,3O0,1.4478,nonspecific,NonSpecific
Z71,3O0,1.4346,nonspecific,NonSpecific
X02,3O0,1.5294,nonspecific,NonSpecific
Z31,3O0,1.5096,nonspecific,NonSpecific
O1Z,3O0,1.482,nonspecific,NonSpecific
O19,3O4,2.3346,ci-in,TK
IM9,3O4,1.6692,ci-in,TK
BJG,3O4,1.5516,ci-in,TK
88A,3O4,1.509,ci-in,TK
ASH,3O4,1.5984,ci-in,TK
L7O,3O4,1.6008,ci-in,TK
PO5,3O4,1.5186,ci-in,TK
CG9,3O4,1.5816,ci-in,TK
AD5,3O4,1.536,ci-in,TK
PRC,3O4,1.548,ci-in,TK
5KW,3O4,1.4874,ci-in,TK
KGW,3O4,1.5156,ci-in,TK
MPZ,3O4,1.6776,ci-in,TK
7X7,3O4,1.4364,ci-in,TK
GK6,3O4,1.4712,ci-in,TK
STI,3O4,1.6326,ci-in,TK
5L4,3O4,1.4988,ci-in,TK
CQQ,3O4,1.6158,ci-in,TK
939,3O4,1.4592,ci-in,TK
BI9,3O4,1.47,ci-in,TK
MR9,3O4,1.4856,ci-in,TK
TJF,3O4,1.4508,ci-in,TK
MNY,3O7,2.178,ci-in,CAMK
TXQ,3O7,2.3664,ci-in,CAMK
3OK,3O7,1.7064,ci-in,CAMK
MIX,3O7,1.5924,ci-in,CAMK
3OA,3O7,1.5552,ci-in,CAMK
3O8,3O7,1.4994,ci-in,CAMK
EMO,3O7,1.9458,ci-in,CAMK
MIX,3O8,2.7924,ci-in,CAMK
3OK,3O8,2.3826,ci-in,CAMK
3OA,3O8,2.3112,ci-in,CAMK
MNY,3O8,2.007,ci-in,CAMK
MIX,3OA,2.4252,ci-in,CAMK
3OK,3OA,2.3046,ci-in,CAMK
MNY,3OA,1.7724,ci-in,CAMK
TXQ,3OA,1.4652,ci-in,CAMK
MIX,3OK,2.4366,ci-in,CAMK
MNY,3OK,1.9932,ci-in,CAMK
TXQ,3OK,1.5702,ci-in,CAMK
MEK,3OR,2.1114,co-in,STE
V04,3OR,1.6638,co-in,STE
LSG,3OR,1.6092,co-in,STE
BBM,3OR,1.7694,co-in,STE
4BM,3OR,1.782,co-in,STE
5Y0,3OR,1.782,co-in,STE
MRA,3OR,1.7406,co-in,STE
3OS,3OR,1.7628,co-in,STE
YQY,3OR,1.5516,co-in,STE
3V0,3OR,1.4418,co-in,STE
EUI,3OR,1.5072,co-in,STE
MRA,3OS,2.3346,co-in,STE
MEK,3OS,2.0148,co-in,STE
V04,3OS,1.593,co-in,STE
BBM,3OS,1.7406,co-in,STE
4BM,3OS,1.785,co-in,STE
5Y0,3OS,1.785,co-in,STE
3OV,3OU,2.2662,co-in,TK
3P0,3OU,2.0886,co-in,TK
746,3OU,1.6932,co-in,TK
6XL,3OU,1.6278,co-in,TK
4K4,3OU,1.4994,co-in,TK
R4L,3OU,1.518,co-in,TK
4WG,3OU,1.431,co-in,TK
P38,3OU,1.431,co-in,TK
P39,3OU,1.47,co-in,TK
L3G,3OU,1.4322,co-in,TK
3P0,3OV,1.8924,co-in,TK
6XL,3OV,1.8114,co-in,TK
746,3OV,1.6038,co-in,TK
R4L,3OV,1.4514,co-in,TK
6XL,3P0,1.7808,co-in,TK
664,3P0,1.4754,co-in,TK
937,3P0,1.4898,co-in,TK
746,3P0,1.4832,co-in,TK
R4L,3P0,1.4556,co-in,TK
3YO,3P0,1.452,co-in,TK
SVE,3P0,1.4586,co-in,TK
3Q1,3Q0,2.0646,ci-in,AGC
3Q2,3Q0,1.9554,ci-in,AGC
3Q4,3Q0,1.7334,ci-in,AGC
3Q5,3Q0,1.6554,ci-in,AGC
3Q6,3Q0,1.6698,ci-in,AGC
3Q3,3Q0,1.6536,ci-in,AGC
JMZ,3Q0,1.8684,ci-in,AGC
3Q2,3Q1,2.5278,ci-in,AGC
3Q3,3Q1,2.1732,ci-in,AGC
3Q6,3Q1,1.8666,ci-in,AGC
3Q4,3Q1,1.8966,ci-in,AGC
3Q5,3Q1,1.8444,ci-in,AGC
JMZ,3Q1,1.617,ci-in,AGC
CG9,3Q1,1.5168,ci-in,AGC
ZYU,3Q1,1.4394,ci-in,AGC
3Q5,3Q2,1.9794,ci-in,AGC
3Q4,3Q2,2.0094,ci-in,AGC
3Q3,3Q2,2.0154,ci-in,AGC
3Q6,3Q2,1.8672,ci-in,AGC
JMZ,3Q2,1.4982,ci-in,AGC
3Q4,3Q3,2.2272,ci-in,AGC
3Q6,3Q3,1.8654,ci-in,AGC
3Q5,3Q3,1.8486,ci-in,AGC
3Q5,3Q4,2.1504,ci-in,AGC
3Q6,3Q4,1.9278,ci-in,AGC
3Q6,3Q5,2.5134,ci-in,AGC
4YV,3QS,2.343,nonspecific,NonSpecific
3QW,3QS,2.0466,nonspecific,NonSpecific
3QY,3QS,2.0154,nonspecific,NonSpecific
3R0,3QS,1.863,nonspecific,NonSpecific
4ZJ,3QS,1.7898,nonspecific,NonSpecific
4YW,3QS,1.6032,nonspecific,NonSpecific
4ZQ,3QS,1.6572,nonspecific,NonSpecific
4ZR,3QS,1.6572,nonspecific,NonSpecific
4YX,3QS,1.704,nonspecific,NonSpecific
4ZB,3QS,1.4856,nonspecific,NonSpecific
SX8,3QT,1.8588,co-in,TK
W9Z,3QT,2.058,co-in,TK
6XE,3QT,1.5816,co-in,TK
3QY,3QW,2.3214,ci-in,TK
3R0,3QW,2.0538,ci-in,TK
4YV,3QW,1.8522,ci-in,TK
4ZJ,3QW,1.8198,ci-in,TK
4YW,3QW,1.656,ci-in,TK
4YX,3QW,1.743,ci-in,TK
4ZQ,3QW,1.689,ci-in,TK
4ZR,3QW,1.689,ci-in,TK
4ZB,3QW,1.5594,ci-in,TK
4T9,3QW,1.4676,ci-in,TK
PWU,3QW,1.4916,ci-in,TK
3R0,3QY,2.2506,ci-in,TK
4YV,3QY,1.8414,ci-in,TK
4T9,3QY,1.7934,ci-in,TK
4ZJ,3QY,1.5966,ci-in,TK
4YW,3QY,1.4316,ci-in,TK
4ZQ,3QY,1.5144,ci-in,TK
4ZR,3QY,1.5144,ci-in,TK
4YX,3QY,1.5324,ci-in,TK
4YV,3R0,2.0004,ci-in,TK
4ZJ,3R0,1.7226,ci-in,TK
4YW,3R0,1.557,ci-in,TK
4ZQ,3R0,1.6086,ci-in,TK
4ZR,3R0,1.6086,ci-in,TK
4YX,3R0,1.671,ci-in,TK
4ZB,3R0,1.4544,ci-in,TK
IHH,3RF,2.5362,ci-in,Other
3RJ,3RF,2.3838,ci-in,Other
GVD,3RF,2.0424,ci-in,Other
EBD,3RF,1.8288,ci-in,Other
5CP,3RF,1.8168,ci-in,Other
REB,3RF,1.8612,ci-in,Other
QPP,3RF,1.7082,ci-in,Other
4T3,3RF,1.614,ci-in,Other
CJ5,3RF,1.6032,ci-in,Other
77V,3RF,1.4622,ci-in,Other
4T6,3RF,1.5744,ci-in,Other
E63,3RF,1.5846,ci-in,Other
QIG,3RF,1.4316,ci-in,Other
APJ,3RF,1.8216,ci-in,Other
4T5,3RF,1.4496,ci-in,Other
IHH,3RJ,2.2512,ci-in,Other
GVD,3RJ,1.899,ci-in,Other
EBD,3RJ,1.6704,ci-in,Other
4T6,3RJ,1.6038,ci-in,Other
QPP,3RJ,1.6434,ci-in,Other
APJ,3RJ,1.9146,ci-in,Other
77V,3RJ,1.4652,ci-in,Other
REB,3RJ,1.6872,ci-in,Other
CJ5,3RJ,1.6194,ci-in,Other
5CP,3RJ,1.6374,ci-in,Other
E63,3RJ,1.5654,ci-in,Other
4T3,3RJ,1.4952,ci-in,Other
77V,3RT,1.5138,ci-in,TK
ABQ,3RW,2.0646,ci-in,AGC
S69,3SB,1.9662,ci-in,AGC
4SB,3SB,1.4436,ci-in,AGC
SC8,3SC,2.3604,co-in,CMGC
6SC,3SC,1.8996,co-in,CMGC
SCF,3SC,1.9266,co-in,CMGC
SCJ,3SC,1.7784,co-in,CMGC
SCZ,3SC,1.6956,co-in,CMGC
SCX,3SC,1.6662,co-in,CMGC
ABO,3T9,1.7154,ci-in,CAMK
HK1,3T9,1.44,ci-in,CAMK
3UR,3U1,1.5906,ci-in,CAMK
OFG,3U9,1.7946,ci-in,TK
6YL,3U9,1.7562,ci-in,TK
GWH,3U9,1.6212,ci-in,TK
AWF,3U9,1.656,ci-in,TK
AWJ,3U9,1.521,ci-in,TK
YPW,3U9,1.4352,ci-in,TK
VGH,3U9,1.5204,ci-in,TK
WBI,3UL,1.4976,ci-in,CMGC
MR9,3UL,1.4928,ci-in,CMGC
5T2,3UL,1.5216,ci-in,CMGC
3UP,3UO,2.0562,ci-in,CMGC
6YN,3UR,1.5858,ci-in,CAMK
573,3V0,2.3712,co-in,STE
4BM,3V0,1.7778,co-in,STE
5Y0,3V0,1.7778,co-in,STE
BBM,3V0,1.7508,co-in,STE
V04,3V0,1.668,co-in,STE
LSG,3V0,1.4874,co-in,STE
MEK,3V0,1.4922,co-in,STE
3WN,3WA,2.1108,ci-in,TKL
3WJ,3WA,1.7376,ci-in,TKL
J07,3WH,2.4948,ci-in,CMGC
5I1,3WH,1.7538,ci-in,CMGC
JNO,3WH,1.4316,ci-in,CMGC
3WR,3WJ,1.9752,ci-in,TKL
3WN,3WJ,1.4772,ci-in,TKL
3WO,3WK,2.6058,ci-in,TKL
3WO,3WN,1.4892,ci-in,TKL
LIF,3WR,1.6854,nonspecific,NonSpecific
PD5,3WR,1.4982,nonspecific,NonSpecific
K9Y,3WR,1.4628,nonspecific,NonSpecific
Q7M,3WR,1.5756,nonspecific,NonSpecific
42Q,3WR,1.4724,nonspecific,NonSpecific
3XL,3X7,1.8426,ci-in,CAMK
3XK,3X7,1.791,ci-in,CAMK
3XL,3XK,1.98,ci-in,CAMK
LKB,3XK,1.4706,ci-in,CAMK
MMG,3XK,1.473,ci-in,CAMK
MMG,3XL,1.5204,ci-in,CAMK
D42,3YO,1.5492,co-in,TK
4FR,3YO,1.4388,co-in,TK
L1G,3YO,1.455,co-in,TK
SVE,3YO,1.4514,co-in,TK
6V5,3YR,1.4796,ci-in,CAMK
6V4,3YR,1.4532,ci-in,CAMK
3YV,3YT,2.25,ci-in,TK
P5C,3YT,2.2884,ci-in,TK
S19,3YT,1.8636,ci-in,TK
7KF,3YT,1.7148,ci-in,TK
S91,3YT,1.4988,ci-in,TK
3YX,3YT,1.5972,ci-in,TK
KZI,3YT,1.4376,ci-in,TK
KZM,3YT,1.497,ci-in,TK
3YX,3YV,2.1084,ci-in,TK
P5C,3YV,1.6896,ci-in,TK
7KF,3YV,1.548,ci-in,TK
KZI,3YV,1.4934,ci-in,TK
KZM,3YV,1.476,ci-in,TK
P5C,3YX,1.6086,ci-in,TK
KZI,3YX,1.473,ci-in,TK
7KF,3YX,1.5306,ci-in,TK
KZM,3YX,1.467,ci-in,TK
G17,3Z1,1.6686,co-out,Other
3Z3,3Z1,1.5,co-out,Other
AK8,3Z1,1.4442,co-out,Other
G6H,3Z1,1.4478,co-out,Other
FPX,3Z1,1.4436,co-out,Other
G6I,3Z1,1.4436,co-out,Other
FPW,3Z2,1.9242,co-out,Other
FPU,3Z2,1.6542,co-out,Other
44,3Z2,1.8498,co-out,Other
75H,3Z2,1.8156,co-out,Other
MT3,3Z2,1.5318,co-out,Other
MT4,3Z2,1.5384,co-out,Other
AM7,3Z2,1.4376,co-out,Other
3Z3,3Z2,1.743,co-out,Other
3Z5,3Z2,1.776,co-out,Other
3Z4,3Z2,1.722,co-out,Other
L1G,3Z2,1.4352,co-out,Other
L2G,3Z2,1.4496,co-out,Other
L1X,3Z2,1.437,co-out,Other
3Z4,3Z3,2.2806,co-out,Other
3Z5,3Z3,2.3268,co-out,Other
44,3Z3,1.587,co-out,Other
75H,3Z3,1.5612,co-out,Other
FPX,3Z3,1.4412,co-out,Other
6MV,3Z3,1.4472,co-out,Other
LI9,3Z3,1.4424,co-out,Other
L1X,3Z3,1.4496,co-out,Other
LHJ,3Z3,1.4772,co-out,Other
3Z5,3Z4,2.4336,co-out,Other
44,3Z4,1.4664,co-out,Other
75H,3Z4,1.4424,co-out,Other
D42,3Z4,1.4334,co-out,Other
44,3Z5,1.497,co-out,Other
75H,3Z5,1.47,co-out,Other
924,3Z6,1.716,co-in,Other
VRZ,3Z6,1.446,co-in,Other
VS0,3Z6,1.4346,co-in,Other
627,400,1.6914,ci-in,Other
626,400,1.7742,ci-in,Other
MPY,400,1.4478,ci-in,Other
RRC,404,1.8426,co-in,CMGC
NNN,404,1.6806,co-in,CMGC
RC8,404,1.6974,co-in,CMGC
SLQ,404,1.6974,co-in,CMGC
CK9,404,1.614,co-in,CMGC
STI,406,2.0298,ci-out,TK
PRC,406,1.6698,ci-out,TK
NIL,406,1.7034,ci-out,TK
66K,406,1.6104,ci-out,TK
NG2,406,1.5708,ci-out,TK
XY3,406,1.5786,ci-out,TK
MPZ,406,1.7862,ci-out,TK
NG7,406,1.5444,ci-out,TK
66X,406,1.4676,ci-out,TK
MUH,406,1.5666,ci-out,TK
CQQ,406,1.6188,ci-out,TK
DI1,406,1.5414,ci-out,TK
RAJ,406,1.5924,ci-out,TK
G6I,406,1.4934,ci-out,TK
G6G,406,1.6044,ci-out,TK
G6H,406,1.4508,ci-out,TK
I19,406,1.5762,ci-out,TK
5WR,406,1.4928,ci-out,TK
5X1,406,1.4952,ci-out,TK
AM5,406,1.5306,ci-out,TK
AM6,406,1.5426,ci-out,TK
6QB,41B,2.1972,ci-in,CMGC
4VF,41B,1.7982,ci-in,CMGC
4VG,41B,1.7814,ci-in,CMGC
4VJ,41B,1.5972,ci-in,CMGC
710,422,1.9776,ci-in,CAMK
C4E,42A,1.5144,ci-in,Family_Not_Found
92P,42A,1.5954,ci-in,Family_Not_Found
C4F,42A,1.497,ci-in,Family_Not_Found
GVH,42A,1.701,ci-in,Family_Not_Found
60K,42K,1.9104,co-in,CMGC
62K,42K,1.767,co-in,CMGC
61K,42K,1.7808,co-in,CMGC
LS2,42K,1.692,co-in,CMGC
46K,42K,1.4412,co-in,CMGC
KIN,42Q,1.551,ci-out,TK
AK3,42Q,1.443,ci-out,TK
GIG,42Q,1.5996,ci-out,TK
AK8,42Q,1.4898,ci-out,TK
LIF,42Q,1.4778,ci-out,TK
919,42Q,1.4436,ci-out,TK
WGZ,430,2.3994,nonspecific,NonSpecific
BLZ,430,2.235,nonspecific,NonSpecific
ED8,430,2.085,nonspecific,NonSpecific
WCX,430,1.7928,nonspecific,NonSpecific
JUP,430,1.5192,nonspecific,NonSpecific
B96,437,2.0616,ci-out,CMGC
Z83,437,1.9632,ci-out,CMGC
Z87,437,1.965,ci-out,CMGC
Z86,437,1.842,ci-out,CMGC
Z85,437,1.8888,ci-out,CMGC
KAO,437,2.0454,ci-out,CMGC
L51,437,1.986,ci-out,CMGC
AQU,437,1.9104,ci-out,CMGC
9DP,437,1.7832,ci-out,CMGC
R48,437,1.8972,ci-out,CMGC
Z84,437,1.8126,ci-out,CMGC
DG7,437,1.797,ci-out,CMGC
K9Y,437,1.8396,ci-out,CMGC
R49,437,1.9344,ci-out,CMGC
R39,437,1.9062,ci-out,CMGC
919,437,1.7328,ci-out,CMGC
SS6,437,1.8156,ci-out,CMGC
BMU,437,1.4826,ci-out,CMGC
YIW,437,1.635,ci-out,CMGC
AQB,437,1.6866,ci-out,CMGC
AQM,437,1.653,ci-out,CMGC
N58,437,1.4316,ci-out,CMGC
N61,437,1.4496,ci-out,CMGC
YIS,437,1.4766,ci-out,CMGC
HK9,43A,1.4646,ci-in,CAMK
IC1,43A,1.71,ci-in,CAMK
A53,43A,1.7106,ci-in,CAMK
SU9,43A,1.7472,ci-in,CAMK
X2L,43A,1.6464,ci-in,CAMK
X2M,43A,1.677,ci-in,CAMK
FMD,43A,1.5156,ci-in,CAMK
SU1,43A,1.557,ci-in,CAMK
X2K,43A,1.5828,ci-in,CAMK
SU6,43A,1.521,ci-in,CAMK
5Z5,43A,1.4484,ci-in,CAMK
46C,446,1.8432,ci-in,CMGC
AQZ,447,2.1396,ci-in,Family_Not_Found
HPM,447,2.1372,ci-in,Family_Not_Found
88Z,447,1.6836,ci-in,Family_Not_Found
7X1,447,1.8636,ci-in,Family_Not_Found
DTQ,447,1.7328,ci-in,Family_Not_Found
AM7,447,1.5744,ci-in,Family_Not_Found
AQ4,447,1.7952,ci-in,Family_Not_Found
MSQ,447,1.6314,ci-in,Family_Not_Found
6U7,447,1.6302,ci-in,Family_Not_Found
IRE,447,1.5546,ci-in,Family_Not_Found
